Country,MetricYear,Value,Organism,Drug
Denmark,N_2013,789.0,Streptococcus pneumoniae,penicillin
Norway,N_2013,549.0,Streptococcus pneumoniae,penicillin
Austria,N_2013,385.0,Streptococcus pneumoniae,penicillin
Germany,N_2013,475.0,Streptococcus pneumoniae,penicillin
Sweden,N_2013,696.0,Streptococcus pneumoniae,penicillin
Hungary,N_2013,154.0,Streptococcus pneumoniae,penicillin
United Kingdom,N_2013,1207.0,Streptococcus pneumoniae,penicillin
Latvia,N_2013,67.0,Streptococcus pneumoniae,penicillin
Slovenia,N_2013,279.0,Streptococcus pneumoniae,penicillin
Portugal,N_2013,475.0,Streptococcus pneumoniae,penicillin
Italy,N_2013,268.0,Streptococcus pneumoniae,penicillin
Finland,N_2013,617.0,Streptococcus pneumoniae,penicillin
Lithuania,N_2013,59.0,Streptococcus pneumoniae,penicillin
Ireland,N_2013,310.0,Streptococcus pneumoniae,penicillin
Croatia,N_2013,116.0,Streptococcus pneumoniae,penicillin
Slovakia,N_2013,28.0,Streptococcus pneumoniae,penicillin
Bulgaria,N_2013,28.0,Streptococcus pneumoniae,penicillin
France,N_2013,919.0,Streptococcus pneumoniae,penicillin
Spain,N_2013,569.0,Streptococcus pneumoniae,penicillin
Iceland,N_2013,18.0,Streptococcus pneumoniae,penicillin
Poland,N_2013,167.0,Streptococcus pneumoniae,penicillin
Malta,N_2013,7.0,Streptococcus pneumoniae,penicillin
Cyprus,N_2013,15.0,Streptococcus pneumoniae,penicillin
Belgium,%R_2013,1.7,Streptococcus pneumoniae,penicillin
Netherlands,%R_2013,1.1,Streptococcus pneumoniae,penicillin
Estonia,%R_2013,1.3,Streptococcus pneumoniae,penicillin
Czech Republic,%R_2013,2.1,Streptococcus pneumoniae,penicillin
Luxembourg,%R_2013,15.9,Streptococcus pneumoniae,penicillin
Denmark,%R_2013,6.6,Streptococcus pneumoniae,penicillin
Norway,%R_2013,3.3,Streptococcus pneumoniae,penicillin
Austria,%R_2013,2.1,Streptococcus pneumoniae,penicillin
Germany,%R_2013,6.9,Streptococcus pneumoniae,penicillin
Sweden,%R_2013,6.8,Streptococcus pneumoniae,penicillin
Hungary,%R_2013,5.8,Streptococcus pneumoniae,penicillin
United Kingdom,%R_2013,4.9,Streptococcus pneumoniae,penicillin
Latvia,%R_2013,11.9,Streptococcus pneumoniae,penicillin
Slovenia,%R_2013,7.9,Streptococcus pneumoniae,penicillin
Portugal,%R_2013,7.6,Streptococcus pneumoniae,penicillin
Italy,%R_2013,14.6,Streptococcus pneumoniae,penicillin
Finland,%R_2013,13.9,Streptococcus pneumoniae,penicillin
Lithuania,%R_2013,23.7,Streptococcus pneumoniae,penicillin
Ireland,%R_2013,20.3,Streptococcus pneumoniae,penicillin
Croatia,%R_2013,25.9,Streptococcus pneumoniae,penicillin
Slovakia,%R_2013,10.7,Streptococcus pneumoniae,penicillin
Bulgaria,%R_2013,21.4,Streptococcus pneumoniae,penicillin
France,%R_2013,22.4,Streptococcus pneumoniae,penicillin
Spain,%R_2013,30.1,Streptococcus pneumoniae,penicillin
Iceland,%R_2013,16.7,Streptococcus pneumoniae,penicillin
Poland,%R_2013,32.3,Streptococcus pneumoniae,penicillin
Malta,%R_2013,,Streptococcus pneumoniae,penicillin
Cyprus,%R_2013,40.0,Streptococcus pneumoniae,penicillin
Belgium,N_2014,1110.0,Streptococcus pneumoniae,penicillin
Netherlands,N_2014,1139.0,Streptococcus pneumoniae,penicillin
Estonia,N_2014,72.0,Streptococcus pneumoniae,penicillin
Czech Republic,N_2014,274.0,Streptococcus pneumoniae,penicillin
Luxembourg,N_2014,32.0,Streptococcus pneumoniae,penicillin
Denmark,N_2014,709.0,Streptococcus pneumoniae,penicillin
Norway,N_2014,534.0,Streptococcus pneumoniae,penicillin
Austria,N_2014,361.0,Streptococcus pneumoniae,penicillin
Germany,N_2014,499.0,Streptococcus pneumoniae,penicillin
Sweden,N_2014,696.0,Streptococcus pneumoniae,penicillin
Hungary,N_2014,128.0,Streptococcus pneumoniae,penicillin
United Kingdom,N_2014,1288.0,Streptococcus pneumoniae,penicillin
Latvia,N_2014,48.0,Streptococcus pneumoniae,penicillin
Slovenia,N_2014,300.0,Streptococcus pneumoniae,penicillin
Portugal,N_2014,610.0,Streptococcus pneumoniae,penicillin
Italy,N_2014,183.0,Streptococcus pneumoniae,penicillin
Finland,N_2014,593.0,Streptococcus pneumoniae,penicillin
Lithuania,N_2014,67.0,Streptococcus pneumoniae,penicillin
Ireland,N_2014,328.0,Streptococcus pneumoniae,penicillin
Croatia,N_2014,130.0,Streptococcus pneumoniae,penicillin
Slovakia,N_2014,29.0,Streptococcus pneumoniae,penicillin
Bulgaria,N_2014,32.0,Streptococcus pneumoniae,penicillin
France,N_2014,656.0,Streptococcus pneumoniae,penicillin
Spain,N_2014,551.0,Streptococcus pneumoniae,penicillin
Iceland,N_2014,25.0,Streptococcus pneumoniae,penicillin
Poland,N_2014,130.0,Streptococcus pneumoniae,penicillin
Malta,N_2014,8.0,Streptococcus pneumoniae,penicillin
Cyprus,N_2014,12.0,Streptococcus pneumoniae,penicillin
Belgium,%R_2014,1.3,Streptococcus pneumoniae,penicillin
Netherlands,%R_2014,2.1,Streptococcus pneumoniae,penicillin
Estonia,%R_2014,4.2,Streptococcus pneumoniae,penicillin
Czech Republic,%R_2014,5.8,Streptococcus pneumoniae,penicillin
Luxembourg,%R_2014,6.3,Streptococcus pneumoniae,penicillin
Denmark,%R_2014,5.6,Streptococcus pneumoniae,penicillin
Norway,%R_2014,5.1,Streptococcus pneumoniae,penicillin
Austria,%R_2014,5.3,Streptococcus pneumoniae,penicillin
Germany,%R_2014,4.4,Streptococcus pneumoniae,penicillin
Sweden,%R_2014,7.9,Streptococcus pneumoniae,penicillin
Hungary,%R_2014,11.7,Streptococcus pneumoniae,penicillin
United Kingdom,%R_2014,5.1,Streptococcus pneumoniae,penicillin
Latvia,%R_2014,4.2,Streptococcus pneumoniae,penicillin
Slovenia,%R_2014,9.7,Streptococcus pneumoniae,penicillin
Portugal,%R_2014,10.2,Streptococcus pneumoniae,penicillin
Italy,%R_2014,15.3,Streptococcus pneumoniae,penicillin
Finland,%R_2014,12.5,Streptococcus pneumoniae,penicillin
Lithuania,%R_2014,16.4,Streptococcus pneumoniae,penicillin
Ireland,%R_2014,17.7,Streptococcus pneumoniae,penicillin
Croatia,%R_2014,26.4,Streptococcus pneumoniae,penicillin
Slovakia,%R_2014,20.7,Streptococcus pneumoniae,penicillin
Bulgaria,%R_2014,25.0,Streptococcus pneumoniae,penicillin
France,%R_2014,22.3,Streptococcus pneumoniae,penicillin
Spain,%R_2014,27.9,Streptococcus pneumoniae,penicillin
Iceland,%R_2014,8.0,Streptococcus pneumoniae,penicillin
Poland,%R_2014,29.2,Streptococcus pneumoniae,penicillin
Malta,%R_2014,37.5,Streptococcus pneumoniae,penicillin
Cyprus,%R_2014,0.0,Streptococcus pneumoniae,penicillin
Belgium,N_2015,1361.0,Streptococcus pneumoniae,penicillin
Netherlands,N_2015,1163.0,Streptococcus pneumoniae,penicillin
Estonia,N_2015,72.0,Streptococcus pneumoniae,penicillin
Czech Republic,N_2015,284.0,Streptococcus pneumoniae,penicillin
Luxembourg,N_2015,27.0,Streptococcus pneumoniae,penicillin
Denmark,N_2015,747.0,Streptococcus pneumoniae,penicillin
Norway,N_2015,429.0,Streptococcus pneumoniae,penicillin
Austria,N_2015,444.0,Streptococcus pneumoniae,penicillin
Germany,N_2015,725.0,Streptococcus pneumoniae,penicillin
Sweden,N_2015,882.0,Streptococcus pneumoniae,penicillin
Hungary,N_2015,181.0,Streptococcus pneumoniae,penicillin
United Kingdom,N_2015,1095.0,Streptococcus pneumoniae,penicillin
Latvia,N_2015,59.0,Streptococcus pneumoniae,penicillin
Slovenia,N_2015,323.0,Streptococcus pneumoniae,penicillin
Portugal,N_2015,797.0,Streptococcus pneumoniae,penicillin
Italy,N_2015,389.0,Streptococcus pneumoniae,penicillin
Finland,N_2015,677.0,Streptococcus pneumoniae,penicillin
Lithuania,N_2015,87.0,Streptococcus pneumoniae,penicillin
Ireland,N_2015,303.0,Streptococcus pneumoniae,penicillin
Croatia,N_2015,124.0,Streptococcus pneumoniae,penicillin
Slovakia,N_2015,27.0,Streptococcus pneumoniae,penicillin
Bulgaria,N_2015,35.0,Streptococcus pneumoniae,penicillin
France,N_2015,1068.0,Streptococcus pneumoniae,penicillin
Spain,N_2015,665.0,Streptococcus pneumoniae,penicillin
Iceland,N_2015,25.0,Streptococcus pneumoniae,penicillin
Poland,N_2015,217.0,Streptococcus pneumoniae,penicillin
Malta,N_2015,20.0,Streptococcus pneumoniae,penicillin
Cyprus,N_2015,7.0,Streptococcus pneumoniae,penicillin
Belgium,%R_2015,0.6,Streptococcus pneumoniae,penicillin
Netherlands,%R_2015,1.8,Streptococcus pneumoniae,penicillin
Estonia,%R_2015,2.8,Streptococcus pneumoniae,penicillin
Czech Republic,%R_2015,3.2,Streptococcus pneumoniae,penicillin
Luxembourg,%R_2015,3.7,Streptococcus pneumoniae,penicillin
Denmark,%R_2015,4.7,Streptococcus pneumoniae,penicillin
Norway,%R_2015,5.4,Streptococcus pneumoniae,penicillin
Austria,%R_2015,5.6,Streptococcus pneumoniae,penicillin
Germany,%R_2015,6.2,Streptococcus pneumoniae,penicillin
Sweden,%R_2015,6.8,Streptococcus pneumoniae,penicillin
Hungary,%R_2015,7.2,Streptococcus pneumoniae,penicillin
United Kingdom,%R_2015,7.8,Streptococcus pneumoniae,penicillin
Latvia,%R_2015,8.5,Streptococcus pneumoniae,penicillin
Slovenia,%R_2015,9.0,Streptococcus pneumoniae,penicillin
Portugal,%R_2015,11.2,Streptococcus pneumoniae,penicillin
Italy,%R_2015,12.3,Streptococcus pneumoniae,penicillin
Finland,%R_2015,12.7,Streptococcus pneumoniae,penicillin
Lithuania,%R_2015,16.1,Streptococcus pneumoniae,penicillin
Ireland,%R_2015,17.5,Streptococcus pneumoniae,penicillin
Croatia,%R_2015,19.4,Streptococcus pneumoniae,penicillin
Slovakia,%R_2015,22.2,Streptococcus pneumoniae,penicillin
Bulgaria,%R_2015,22.9,Streptococcus pneumoniae,penicillin
France,%R_2015,22.9,Streptococcus pneumoniae,penicillin
Spain,%R_2015,23.5,Streptococcus pneumoniae,penicillin
Iceland,%R_2015,24.0,Streptococcus pneumoniae,penicillin
Poland,%R_2015,24.4,Streptococcus pneumoniae,penicillin
Malta,%R_2015,35.0,Streptococcus pneumoniae,penicillin
Cyprus,%R_2015,,Streptococcus pneumoniae,penicillin
Luxembourg,N_2012,38.0,Streptococcus pneumoniae,macrolides
Netherlands,N_2012,1153.0,Streptococcus pneumoniae,macrolides
Denmark,N_2012,867.0,Streptococcus pneumoniae,macrolides
Sweden,N_2012,1030.0,Streptococcus pneumoniae,macrolides
Czech Republic,N_2012,274.0,Streptococcus pneumoniae,macrolides
Latvia,N_2012,64.0,Streptococcus pneumoniae,macrolides
United Kingdom,N_2012,1114.0,Streptococcus pneumoniae,macrolides
Estonia,N_2012,52.0,Streptococcus pneumoniae,macrolides
Germany,N_2012,324.0,Streptococcus pneumoniae,macrolides
Austria,N_2012,319.0,Streptococcus pneumoniae,macrolides
Norway,N_2012,533.0,Streptococcus pneumoniae,macrolides
Hungary,N_2012,147.0,Streptococcus pneumoniae,macrolides
Iceland,N_2012,27.0,Streptococcus pneumoniae,macrolides
Lithuania,N_2012,35.0,Streptococcus pneumoniae,macrolides
Finland,N_2012,586.0,Streptococcus pneumoniae,macrolides
Ireland,N_2012,307.0,Streptococcus pneumoniae,macrolides
Portugal,N_2012,308.0,Streptococcus pneumoniae,macrolides
Croatia,N_2012,97.0,Streptococcus pneumoniae,macrolides
Belgium,N_2012,1662.0,Streptococcus pneumoniae,macrolides
Slovenia,N_2012,250.0,Streptococcus pneumoniae,macrolides
Bulgaria,N_2012,20.0,Streptococcus pneumoniae,macrolides
Spain,N_2012,579.0,Streptococcus pneumoniae,macrolides
France,N_2012,824.0,Streptococcus pneumoniae,macrolides
Italy,N_2012,243.0,Streptococcus pneumoniae,macrolides
Poland,N_2012,110.0,Streptococcus pneumoniae,macrolides
Slovakia,N_2012,22.0,Streptococcus pneumoniae,macrolides
Malta,N_2012,18.0,Streptococcus pneumoniae,macrolides
Cyprus,N_2012,7.0,Streptococcus pneumoniae,macrolides
Luxembourg,%R_2012,15.8,Streptococcus pneumoniae,macrolides
Netherlands,%R_2012,4.4,Streptococcus pneumoniae,macrolides
Denmark,%R_2012,6.0,Streptococcus pneumoniae,macrolides
Sweden,%R_2012,4.9,Streptococcus pneumoniae,macrolides
Czech Republic,%R_2012,7.7,Streptococcus pneumoniae,macrolides
Latvia,%R_2012,4.7,Streptococcus pneumoniae,macrolides
United Kingdom,%R_2012,6.8,Streptococcus pneumoniae,macrolides
Estonia,%R_2012,5.8,Streptococcus pneumoniae,macrolides
Germany,%R_2012,7.4,Streptococcus pneumoniae,macrolides
Austria,%R_2012,17.9,Streptococcus pneumoniae,macrolides
Norway,%R_2012,5.3,Streptococcus pneumoniae,macrolides
Hungary,%R_2012,19.7,Streptococcus pneumoniae,macrolides
Iceland,%R_2012,7.4,Streptococcus pneumoniae,macrolides
Lithuania,%R_2012,25.7,Streptococcus pneumoniae,macrolides
Finland,%R_2012,22.0,Streptococcus pneumoniae,macrolides
Ireland,%R_2012,16.9,Streptococcus pneumoniae,macrolides
Portugal,%R_2012,18.5,Streptococcus pneumoniae,macrolides
Croatia,%R_2012,28.9,Streptococcus pneumoniae,macrolides
Belgium,%R_2012,25.4,Streptococcus pneumoniae,macrolides
Slovenia,%R_2012,21.2,Streptococcus pneumoniae,macrolides
Bulgaria,%R_2012,20.0,Streptococcus pneumoniae,macrolides
Spain,%R_2012,26.4,Streptococcus pneumoniae,macrolides
France,%R_2012,28.9,Streptococcus pneumoniae,macrolides
Italy,%R_2012,34.2,Streptococcus pneumoniae,macrolides
Poland,%R_2012,27.3,Streptococcus pneumoniae,macrolides
Slovakia,%R_2012,27.3,Streptococcus pneumoniae,macrolides
Malta,%R_2012,50.0,Streptococcus pneumoniae,macrolides
Cyprus,%R_2012,,Streptococcus pneumoniae,macrolides
Luxembourg,N_2013,49.0,Streptococcus pneumoniae,macrolides
Netherlands,N_2013,1155.0,Streptococcus pneumoniae,macrolides
Denmark,N_2013,789.0,Streptococcus pneumoniae,macrolides
Sweden,N_2013,1164.0,Streptococcus pneumoniae,macrolides
Czech Republic,N_2013,333.0,Streptococcus pneumoniae,macrolides
Latvia,N_2013,66.0,Streptococcus pneumoniae,macrolides
United Kingdom,N_2013,935.0,Streptococcus pneumoniae,macrolides
Estonia,N_2013,59.0,Streptococcus pneumoniae,macrolides
Germany,N_2013,481.0,Streptococcus pneumoniae,macrolides
Austria,N_2013,421.0,Streptococcus pneumoniae,macrolides
Norway,N_2013,499.0,Streptococcus pneumoniae,macrolides
Hungary,N_2013,139.0,Streptococcus pneumoniae,macrolides
Iceland,N_2013,18.0,Streptococcus pneumoniae,macrolides
Lithuania,N_2013,56.0,Streptococcus pneumoniae,macrolides
Finland,N_2013,657.0,Streptococcus pneumoniae,macrolides
Ireland,N_2013,305.0,Streptococcus pneumoniae,macrolides
Portugal,N_2013,496.0,Streptococcus pneumoniae,macrolides
Croatia,N_2013,116.0,Streptococcus pneumoniae,macrolides
Belgium,N_2013,1574.0,Streptococcus pneumoniae,macrolides
Slovenia,N_2013,279.0,Streptococcus pneumoniae,macrolides
Bulgaria,N_2013,27.0,Streptococcus pneumoniae,macrolides
Spain,N_2013,560.0,Streptococcus pneumoniae,macrolides
France,N_2013,919.0,Streptococcus pneumoniae,macrolides
Italy,N_2013,394.0,Streptococcus pneumoniae,macrolides
Poland,N_2013,142.0,Streptococcus pneumoniae,macrolides
Slovakia,N_2013,29.0,Streptococcus pneumoniae,macrolides
Malta,N_2013,9.0,Streptococcus pneumoniae,macrolides
Cyprus,N_2013,15.0,Streptococcus pneumoniae,macrolides
Luxembourg,%R_2013,26.5,Streptococcus pneumoniae,macrolides
Netherlands,%R_2013,4.8,Streptococcus pneumoniae,macrolides
Denmark,%R_2013,4.8,Streptococcus pneumoniae,macrolides
Sweden,%R_2013,6.5,Streptococcus pneumoniae,macrolides
Czech Republic,%R_2013,8.7,Streptococcus pneumoniae,macrolides
Latvia,%R_2013,1.5,Streptococcus pneumoniae,macrolides
United Kingdom,%R_2013,7.5,Streptococcus pneumoniae,macrolides
Estonia,%R_2013,3.4,Streptococcus pneumoniae,macrolides
Germany,%R_2013,10.6,Streptococcus pneumoniae,macrolides
Austria,%R_2013,10.2,Streptococcus pneumoniae,macrolides
Norway,%R_2013,4.4,Streptococcus pneumoniae,macrolides
Hungary,%R_2013,14.4,Streptococcus pneumoniae,macrolides
Iceland,%R_2013,16.7,Streptococcus pneumoniae,macrolides
Lithuania,%R_2013,25.0,Streptococcus pneumoniae,macrolides
Finland,%R_2013,18.6,Streptococcus pneumoniae,macrolides
Ireland,%R_2013,18.0,Streptococcus pneumoniae,macrolides
Portugal,%R_2013,20.6,Streptococcus pneumoniae,macrolides
Croatia,%R_2013,32.8,Streptococcus pneumoniae,macrolides
Belgium,%R_2013,22.9,Streptococcus pneumoniae,macrolides
Slovenia,%R_2013,10.4,Streptococcus pneumoniae,macrolides
Bulgaria,%R_2013,18.5,Streptococcus pneumoniae,macrolides
Spain,%R_2013,25.7,Streptococcus pneumoniae,macrolides
France,%R_2013,29.8,Streptococcus pneumoniae,macrolides
Italy,%R_2013,24.6,Streptococcus pneumoniae,macrolides
Poland,%R_2013,31.7,Streptococcus pneumoniae,macrolides
Slovakia,%R_2013,17.2,Streptococcus pneumoniae,macrolides
Malta,%R_2013,,Streptococcus pneumoniae,macrolides
Cyprus,%R_2013,26.7,Streptococcus pneumoniae,macrolides
Luxembourg,N_2014,35.0,Streptococcus pneumoniae,macrolides
Netherlands,N_2014,1287.0,Streptococcus pneumoniae,macrolides
Denmark,N_2014,709.0,Streptococcus pneumoniae,macrolides
Sweden,N_2014,788.0,Streptococcus pneumoniae,macrolides
Czech Republic,N_2014,274.0,Streptococcus pneumoniae,macrolides
Latvia,N_2014,49.0,Streptococcus pneumoniae,macrolides
United Kingdom,N_2014,1260.0,Streptococcus pneumoniae,macrolides
Estonia,N_2014,54.0,Streptococcus pneumoniae,macrolides
Germany,N_2014,494.0,Streptococcus pneumoniae,macrolides
Austria,N_2014,400.0,Streptococcus pneumoniae,macrolides
Norway,N_2014,492.0,Streptococcus pneumoniae,macrolides
Hungary,N_2014,123.0,Streptococcus pneumoniae,macrolides
Iceland,N_2014,24.0,Streptococcus pneumoniae,macrolides
Lithuania,N_2014,62.0,Streptococcus pneumoniae,macrolides
Finland,N_2014,636.0,Streptococcus pneumoniae,macrolides
Ireland,N_2014,317.0,Streptococcus pneumoniae,macrolides
Portugal,N_2014,658.0,Streptococcus pneumoniae,macrolides
Croatia,N_2014,130.0,Streptococcus pneumoniae,macrolides
Belgium,N_2014,1108.0,Streptococcus pneumoniae,macrolides
Slovenia,N_2014,300.0,Streptococcus pneumoniae,macrolides
Bulgaria,N_2014,30.0,Streptococcus pneumoniae,macrolides
Spain,N_2014,544.0,Streptococcus pneumoniae,macrolides
France,N_2014,656.0,Streptococcus pneumoniae,macrolides
Italy,N_2014,252.0,Streptococcus pneumoniae,macrolides
Poland,N_2014,121.0,Streptococcus pneumoniae,macrolides
Slovakia,N_2014,29.0,Streptococcus pneumoniae,macrolides
Malta,N_2014,8.0,Streptococcus pneumoniae,macrolides
Cyprus,N_2014,12.0,Streptococcus pneumoniae,macrolides
Luxembourg,%R_2014,14.3,Streptococcus pneumoniae,macrolides
Netherlands,%R_2014,4.3,Streptococcus pneumoniae,macrolides
Denmark,%R_2014,6.6,Streptococcus pneumoniae,macrolides
Sweden,%R_2014,6.7,Streptococcus pneumoniae,macrolides
Czech Republic,%R_2014,7.7,Streptococcus pneumoniae,macrolides
Latvia,%R_2014,4.1,Streptococcus pneumoniae,macrolides
United Kingdom,%R_2014,7.1,Streptococcus pneumoniae,macrolides
Estonia,%R_2014,5.6,Streptococcus pneumoniae,macrolides
Germany,%R_2014,7.1,Streptococcus pneumoniae,macrolides
Austria,%R_2014,10.5,Streptococcus pneumoniae,macrolides
Norway,%R_2014,7.5,Streptococcus pneumoniae,macrolides
Hungary,%R_2014,14.6,Streptococcus pneumoniae,macrolides
Iceland,%R_2014,12.5,Streptococcus pneumoniae,macrolides
Lithuania,%R_2014,22.6,Streptococcus pneumoniae,macrolides
Finland,%R_2014,14.5,Streptococcus pneumoniae,macrolides
Ireland,%R_2014,13.9,Streptococcus pneumoniae,macrolides
Portugal,%R_2014,16.0,Streptococcus pneumoniae,macrolides
Croatia,%R_2014,27.7,Streptococcus pneumoniae,macrolides
Belgium,%R_2014,17.9,Streptococcus pneumoniae,macrolides
Slovenia,%R_2014,19.3,Streptococcus pneumoniae,macrolides
Bulgaria,%R_2014,26.7,Streptococcus pneumoniae,macrolides
Spain,%R_2014,20.0,Streptococcus pneumoniae,macrolides
France,%R_2014,23.0,Streptococcus pneumoniae,macrolides
Italy,%R_2014,28.6,Streptococcus pneumoniae,macrolides
Poland,%R_2014,29.8,Streptococcus pneumoniae,macrolides
Slovakia,%R_2014,41.4,Streptococcus pneumoniae,macrolides
Malta,%R_2014,,Streptococcus pneumoniae,macrolides
Cyprus,%R_2014,0.0,Streptococcus pneumoniae,macrolides
