Country,Value,Metric,Year,Organism,Drug
Malta,51.8,%R,2013,Staphylococcus aureus,meticillin
Iceland,61.0,N,2014,Staphylococcus aureus,meticillin
Sweden,2745.0,N,2014,Staphylococcus aureus,meticillin
Norway,1544.0,N,2014,Staphylococcus aureus,meticillin
Netherlands,2524.0,N,2014,Staphylococcus aureus,meticillin
Denmark,1874.0,N,2014,Staphylococcus aureus,meticillin
Finland,1831.0,N,2014,Staphylococcus aureus,meticillin
Estonia,223.0,N,2014,Staphylococcus aureus,meticillin
Latvia,220.0,N,2014,Staphylococcus aureus,meticillin
Austria,2651.0,N,2014,Staphylococcus aureus,meticillin
Lithuania,383.0,N,2014,Staphylococcus aureus,meticillin
Luxembourg,125.0,N,2014,Staphylococcus aureus,meticillin
Slovenia,495.0,N,2014,Staphylococcus aureus,meticillin
United Kingdom,2400.0,N,2014,Staphylococcus aureus,meticillin
Germany,3146.0,N,2014,Staphylococcus aureus,meticillin
Belgium,988.0,N,2014,Staphylococcus aureus,meticillin
Bulgaria,216.0,N,2014,Staphylococcus aureus,meticillin
Czech Republic,1695.0,N,2014,Staphylococcus aureus,meticillin
France,5484.0,N,2014,Staphylococcus aureus,meticillin
Poland,490.0,N,2014,Staphylococcus aureus,meticillin
Ireland,1075.0,N,2014,Staphylococcus aureus,meticillin
Croatia,484.0,N,2014,Staphylococcus aureus,meticillin
Hungary,1279.0,N,2014,Staphylococcus aureus,meticillin
Spain,1920.0,N,2014,Staphylococcus aureus,meticillin
Slovakia,640.0,N,2014,Staphylococcus aureus,meticillin
Italy,2134.0,N,2014,Staphylococcus aureus,meticillin
Greece,556.0,N,2014,Staphylococcus aureus,meticillin
Cyprus,136.0,N,2014,Staphylococcus aureus,meticillin
Portugal,3193.0,N,2014,Staphylococcus aureus,meticillin
Malta,82.0,N,2014,Staphylococcus aureus,meticillin
Iceland,3.3,%R,2014,Staphylococcus aureus,meticillin
Sweden,1.0,%R,2014,Staphylococcus aureus,meticillin
Norway,1.0,%R,2014,Staphylococcus aureus,meticillin
Netherlands,1.0,%R,2014,Staphylococcus aureus,meticillin
Denmark,2.5,%R,2014,Staphylococcus aureus,meticillin
Finland,2.6,%R,2014,Staphylococcus aureus,meticillin
Estonia,3.1,%R,2014,Staphylococcus aureus,meticillin
Latvia,8.2,%R,2014,Staphylococcus aureus,meticillin
Austria,7.8,%R,2014,Staphylococcus aureus,meticillin
Lithuania,7.8,%R,2014,Staphylococcus aureus,meticillin
Luxembourg,12.0,%R,2014,Staphylococcus aureus,meticillin
Slovenia,13.1,%R,2014,Staphylococcus aureus,meticillin
United Kingdom,11.3,%R,2014,Staphylococcus aureus,meticillin
Germany,12.9,%R,2014,Staphylococcus aureus,meticillin
Belgium,13.5,%R,2014,Staphylococcus aureus,meticillin
Bulgaria,20.8,%R,2014,Staphylococcus aureus,meticillin
Czech Republic,13.0,%R,2014,Staphylococcus aureus,meticillin
France,17.4,%R,2014,Staphylococcus aureus,meticillin
Poland,20.6,%R,2014,Staphylococcus aureus,meticillin
Ireland,19.4,%R,2014,Staphylococcus aureus,meticillin
Croatia,21.3,%R,2014,Staphylococcus aureus,meticillin
Hungary,23.1,%R,2014,Staphylococcus aureus,meticillin
Spain,22.1,%R,2014,Staphylococcus aureus,meticillin
Slovakia,28.0,%R,2014,Staphylococcus aureus,meticillin
Italy,33.6,%R,2014,Staphylococcus aureus,meticillin
Greece,37.1,%R,2014,Staphylococcus aureus,meticillin
Cyprus,36.0,%R,2014,Staphylococcus aureus,meticillin
Portugal,47.4,%R,2014,Staphylococcus aureus,meticillin
Malta,42.7,%R,2014,Staphylococcus aureus,meticillin
Iceland,88.0,N,2015,Staphylococcus aureus,meticillin
Sweden,3124.0,N,2015,Staphylococcus aureus,meticillin
Norway,1453.0,N,2015,Staphylococcus aureus,meticillin
Netherlands,2107.0,N,2015,Staphylococcus aureus,meticillin
Denmark,1876.0,N,2015,Staphylococcus aureus,meticillin
Finland,2070.0,N,2015,Staphylococcus aureus,meticillin
Estonia,151.0,N,2015,Staphylococcus aureus,meticillin
Latvia,251.0,N,2015,Staphylococcus aureus,meticillin
Austria,2785.0,N,2015,Staphylococcus aureus,meticillin
Lithuania,376.0,N,2015,Staphylococcus aureus,meticillin
Luxembourg,135.0,N,2015,Staphylococcus aureus,meticillin
Slovenia,513.0,N,2015,Staphylococcus aureus,meticillin
United Kingdom,2757.0,N,2015,Staphylococcus aureus,meticillin
Germany,4871.0,N,2015,Staphylococcus aureus,meticillin
Belgium,913.0,N,2015,Staphylococcus aureus,meticillin
Bulgaria,222.0,N,2015,Staphylococcus aureus,meticillin
Czech Republic,1806.0,N,2015,Staphylococcus aureus,meticillin
France,5535.0,N,2015,Staphylococcus aureus,meticillin
Poland,958.0,N,2015,Staphylococcus aureus,meticillin
Ireland,1057.0,N,2015,Staphylococcus aureus,meticillin
Croatia,486.0,N,2015,Staphylococcus aureus,meticillin
Hungary,1517.0,N,2015,Staphylococcus aureus,meticillin
Spain,1970.0,N,2015,Staphylococcus aureus,meticillin
Slovakia,583.0,N,2015,Staphylococcus aureus,meticillin
Italy,3000.0,N,2015,Staphylococcus aureus,meticillin
Greece,612.0,N,2015,Staphylococcus aureus,meticillin
Cyprus,143.0,N,2015,Staphylococcus aureus,meticillin
Portugal,3619.0,N,2015,Staphylococcus aureus,meticillin
Malta,89.0,N,2015,Staphylococcus aureus,meticillin
Iceland,0.0,%R,2015,Staphylococcus aureus,meticillin
Sweden,0.8,%R,2015,Staphylococcus aureus,meticillin
Norway,1.2,%R,2015,Staphylococcus aureus,meticillin
Netherlands,1.3,%R,2015,Staphylococcus aureus,meticillin
Denmark,1.6,%R,2015,Staphylococcus aureus,meticillin
Finland,1.9,%R,2015,Staphylococcus aureus,meticillin
Estonia,4.0,%R,2015,Staphylococcus aureus,meticillin
Latvia,5.6,%R,2015,Staphylococcus aureus,meticillin
Austria,7.5,%R,2015,Staphylococcus aureus,meticillin
Lithuania,8.5,%R,2015,Staphylococcus aureus,meticillin
Luxembourg,8.9,%R,2015,Staphylococcus aureus,meticillin
Slovenia,9.2,%R,2015,Staphylococcus aureus,meticillin
United Kingdom,10.8,%R,2015,Staphylococcus aureus,meticillin
Germany,11.2,%R,2015,Staphylococcus aureus,meticillin
Belgium,12.3,%R,2015,Staphylococcus aureus,meticillin
Bulgaria,13.1,%R,2015,Staphylococcus aureus,meticillin
Czech Republic,13.7,%R,2015,Staphylococcus aureus,meticillin
France,15.7,%R,2015,Staphylococcus aureus,meticillin
Poland,15.8,%R,2015,Staphylococcus aureus,meticillin
Ireland,18.1,%R,2015,Staphylococcus aureus,meticillin
Croatia,24.5,%R,2015,Staphylococcus aureus,meticillin
Hungary,24.7,%R,2015,Staphylococcus aureus,meticillin
Spain,25.3,%R,2015,Staphylococcus aureus,meticillin
Slovakia,28.1,%R,2015,Staphylococcus aureus,meticillin
Italy,34.1,%R,2015,Staphylococcus aureus,meticillin
Greece,39.4,%R,2015,Staphylococcus aureus,meticillin
Cyprus,43.4,%R,2015,Staphylococcus aureus,meticillin
Portugal,46.8,%R,2015,Staphylococcus aureus,meticillin
Malta,48.3,%R,2015,Staphylococcus aureus,meticillin
Belgium,1658.0,N,2012,Streptococcus pneumoniae,penicillin
Netherlands,1063.0,N,2012,Streptococcus pneumoniae,penicillin
Estonia,53.0,N,2012,Streptococcus pneumoniae,penicillin
Czech Republic,274.0,N,2012,Streptococcus pneumoniae,penicillin
Luxembourg,31.0,N,2012,Streptococcus pneumoniae,penicillin
Denmark,867.0,N,2012,Streptococcus pneumoniae,penicillin
Norway,576.0,N,2012,Streptococcus pneumoniae,penicillin
Austria,291.0,N,2012,Streptococcus pneumoniae,penicillin
Germany,310.0,N,2012,Streptococcus pneumoniae,penicillin
Sweden,997.0,N,2012,Streptococcus pneumoniae,penicillin
Hungary,160.0,N,2012,Streptococcus pneumoniae,penicillin
United Kingdom,1153.0,N,2012,Streptococcus pneumoniae,penicillin
Latvia,64.0,N,2012,Streptococcus pneumoniae,penicillin
Slovenia,251.0,N,2012,Streptococcus pneumoniae,penicillin
Portugal,299.0,N,2012,Streptococcus pneumoniae,penicillin
Italy,141.0,N,2012,Streptococcus pneumoniae,penicillin
Finland,553.0,N,2012,Streptococcus pneumoniae,penicillin
Lithuania,37.0,N,2012,Streptococcus pneumoniae,penicillin
Ireland,319.0,N,2012,Streptococcus pneumoniae,penicillin
Croatia,97.0,N,2012,Streptococcus pneumoniae,penicillin
Slovakia,20.0,N,2012,Streptococcus pneumoniae,penicillin
Bulgaria,21.0,N,2012,Streptococcus pneumoniae,penicillin
France,824.0,N,2012,Streptococcus pneumoniae,penicillin
Spain,604.0,N,2012,Streptococcus pneumoniae,penicillin
Iceland,27.0,N,2012,Streptococcus pneumoniae,penicillin
Poland,121.0,N,2012,Streptococcus pneumoniae,penicillin
Malta,18.0,N,2012,Streptococcus pneumoniae,penicillin
Cyprus,8.0,N,2012,Streptococcus pneumoniae,penicillin
Belgium,1.5,%R,2012,Streptococcus pneumoniae,penicillin
Netherlands,1.5,%R,2012,Streptococcus pneumoniae,penicillin
Estonia,0.0,%R,2012,Streptococcus pneumoniae,penicillin
Czech Republic,2.9,%R,2012,Streptococcus pneumoniae,penicillin
Luxembourg,3.2,%R,2012,Streptococcus pneumoniae,penicillin
Denmark,5.1,%R,2012,Streptococcus pneumoniae,penicillin
Norway,5.9,%R,2012,Streptococcus pneumoniae,penicillin
Austria,5.2,%R,2012,Streptococcus pneumoniae,penicillin
Germany,5.2,%R,2012,Streptococcus pneumoniae,penicillin
Sweden,5.1,%R,2012,Streptococcus pneumoniae,penicillin
Hungary,10.0,%R,2012,Streptococcus pneumoniae,penicillin
United Kingdom,4.9,%R,2012,Streptococcus pneumoniae,penicillin
Latvia,6.3,%R,2012,Streptococcus pneumoniae,penicillin
Slovenia,10.0,%R,2012,Streptococcus pneumoniae,penicillin
Portugal,8.4,%R,2012,Streptococcus pneumoniae,penicillin
Italy,12.1,%R,2012,Streptococcus pneumoniae,penicillin
Finland,17.0,%R,2012,Streptococcus pneumoniae,penicillin
Lithuania,16.2,%R,2012,Streptococcus pneumoniae,penicillin
Ireland,19.1,%R,2012,Streptococcus pneumoniae,penicillin
Croatia,22.7,%R,2012,Streptococcus pneumoniae,penicillin
Slovakia,5.0,%R,2012,Streptococcus pneumoniae,penicillin
Bulgaria,28.6,%R,2012,Streptococcus pneumoniae,penicillin
France,23.4,%R,2012,Streptococcus pneumoniae,penicillin
Spain,27.0,%R,2012,Streptococcus pneumoniae,penicillin
Iceland,3.7,%R,2012,Streptococcus pneumoniae,penicillin
Poland,23.1,%R,2012,Streptococcus pneumoniae,penicillin
Malta,38.9,%R,2012,Streptococcus pneumoniae,penicillin
Cyprus,,%R,2012,Streptococcus pneumoniae,penicillin
Belgium,1536.0,N,2013,Streptococcus pneumoniae,penicillin
Netherlands,1032.0,N,2013,Streptococcus pneumoniae,penicillin
Estonia,78.0,N,2013,Streptococcus pneumoniae,penicillin
Czech Republic,333.0,N,2013,Streptococcus pneumoniae,penicillin
Luxembourg,44.0,N,2013,Streptococcus pneumoniae,penicillin
Denmark,789.0,N,2013,Streptococcus pneumoniae,penicillin
Norway,549.0,N,2013,Streptococcus pneumoniae,penicillin
Austria,385.0,N,2013,Streptococcus pneumoniae,penicillin
Germany,475.0,N,2013,Streptococcus pneumoniae,penicillin
Sweden,696.0,N,2013,Streptococcus pneumoniae,penicillin
Hungary,154.0,N,2013,Streptococcus pneumoniae,penicillin
United Kingdom,1207.0,N,2013,Streptococcus pneumoniae,penicillin
Latvia,67.0,N,2013,Streptococcus pneumoniae,penicillin
Slovenia,279.0,N,2013,Streptococcus pneumoniae,penicillin
Portugal,475.0,N,2013,Streptococcus pneumoniae,penicillin
Italy,268.0,N,2013,Streptococcus pneumoniae,penicillin
Finland,617.0,N,2013,Streptococcus pneumoniae,penicillin
Lithuania,59.0,N,2013,Streptococcus pneumoniae,penicillin
Ireland,310.0,N,2013,Streptococcus pneumoniae,penicillin
Croatia,116.0,N,2013,Streptococcus pneumoniae,penicillin
Slovakia,28.0,N,2013,Streptococcus pneumoniae,penicillin
Bulgaria,28.0,N,2013,Streptococcus pneumoniae,penicillin
France,919.0,N,2013,Streptococcus pneumoniae,penicillin
Spain,569.0,N,2013,Streptococcus pneumoniae,penicillin
Iceland,18.0,N,2013,Streptococcus pneumoniae,penicillin
Poland,167.0,N,2013,Streptococcus pneumoniae,penicillin
Malta,7.0,N,2013,Streptococcus pneumoniae,penicillin
Cyprus,15.0,N,2013,Streptococcus pneumoniae,penicillin
Belgium,1.7,%R,2013,Streptococcus pneumoniae,penicillin
Netherlands,1.1,%R,2013,Streptococcus pneumoniae,penicillin
Estonia,1.3,%R,2013,Streptococcus pneumoniae,penicillin
Czech Republic,2.1,%R,2013,Streptococcus pneumoniae,penicillin
Luxembourg,15.9,%R,2013,Streptococcus pneumoniae,penicillin
Denmark,6.6,%R,2013,Streptococcus pneumoniae,penicillin
Norway,3.3,%R,2013,Streptococcus pneumoniae,penicillin
Austria,2.1,%R,2013,Streptococcus pneumoniae,penicillin
Germany,6.9,%R,2013,Streptococcus pneumoniae,penicillin
Sweden,6.8,%R,2013,Streptococcus pneumoniae,penicillin
Hungary,5.8,%R,2013,Streptococcus pneumoniae,penicillin
United Kingdom,4.9,%R,2013,Streptococcus pneumoniae,penicillin
Latvia,11.9,%R,2013,Streptococcus pneumoniae,penicillin
Slovenia,7.9,%R,2013,Streptococcus pneumoniae,penicillin
Portugal,7.6,%R,2013,Streptococcus pneumoniae,penicillin
Italy,14.6,%R,2013,Streptococcus pneumoniae,penicillin
Finland,13.9,%R,2013,Streptococcus pneumoniae,penicillin
Lithuania,23.7,%R,2013,Streptococcus pneumoniae,penicillin
Ireland,20.3,%R,2013,Streptococcus pneumoniae,penicillin
Croatia,25.9,%R,2013,Streptococcus pneumoniae,penicillin
Slovakia,10.7,%R,2013,Streptococcus pneumoniae,penicillin
Bulgaria,21.4,%R,2013,Streptococcus pneumoniae,penicillin
France,22.4,%R,2013,Streptococcus pneumoniae,penicillin
Spain,30.1,%R,2013,Streptococcus pneumoniae,penicillin
Iceland,16.7,%R,2013,Streptococcus pneumoniae,penicillin
Poland,32.3,%R,2013,Streptococcus pneumoniae,penicillin
Malta,,%R,2013,Streptococcus pneumoniae,penicillin
Cyprus,40.0,%R,2013,Streptococcus pneumoniae,penicillin
Belgium,1110.0,N,2014,Streptococcus pneumoniae,penicillin
Netherlands,1139.0,N,2014,Streptococcus pneumoniae,penicillin
Estonia,72.0,N,2014,Streptococcus pneumoniae,penicillin
Czech Republic,274.0,N,2014,Streptococcus pneumoniae,penicillin
Luxembourg,32.0,N,2014,Streptococcus pneumoniae,penicillin
Denmark,709.0,N,2014,Streptococcus pneumoniae,penicillin
Norway,534.0,N,2014,Streptococcus pneumoniae,penicillin
Austria,361.0,N,2014,Streptococcus pneumoniae,penicillin
Germany,499.0,N,2014,Streptococcus pneumoniae,penicillin
Sweden,696.0,N,2014,Streptococcus pneumoniae,penicillin
Hungary,128.0,N,2014,Streptococcus pneumoniae,penicillin
United Kingdom,1288.0,N,2014,Streptococcus pneumoniae,penicillin
Latvia,48.0,N,2014,Streptococcus pneumoniae,penicillin
Slovenia,300.0,N,2014,Streptococcus pneumoniae,penicillin
Portugal,610.0,N,2014,Streptococcus pneumoniae,penicillin
Italy,183.0,N,2014,Streptococcus pneumoniae,penicillin
Finland,593.0,N,2014,Streptococcus pneumoniae,penicillin
Lithuania,67.0,N,2014,Streptococcus pneumoniae,penicillin
Ireland,328.0,N,2014,Streptococcus pneumoniae,penicillin
Croatia,130.0,N,2014,Streptococcus pneumoniae,penicillin
Slovakia,29.0,N,2014,Streptococcus pneumoniae,penicillin
Bulgaria,32.0,N,2014,Streptococcus pneumoniae,penicillin
France,656.0,N,2014,Streptococcus pneumoniae,penicillin
Spain,551.0,N,2014,Streptococcus pneumoniae,penicillin
Iceland,25.0,N,2014,Streptococcus pneumoniae,penicillin
Poland,130.0,N,2014,Streptococcus pneumoniae,penicillin
Malta,8.0,N,2014,Streptococcus pneumoniae,penicillin
Cyprus,12.0,N,2014,Streptococcus pneumoniae,penicillin
Belgium,1.3,%R,2014,Streptococcus pneumoniae,penicillin
Netherlands,2.1,%R,2014,Streptococcus pneumoniae,penicillin
Estonia,4.2,%R,2014,Streptococcus pneumoniae,penicillin
Czech Republic,5.8,%R,2014,Streptococcus pneumoniae,penicillin
Luxembourg,6.3,%R,2014,Streptococcus pneumoniae,penicillin
Denmark,5.6,%R,2014,Streptococcus pneumoniae,penicillin
Norway,5.1,%R,2014,Streptococcus pneumoniae,penicillin
Austria,5.3,%R,2014,Streptococcus pneumoniae,penicillin
Germany,4.4,%R,2014,Streptococcus pneumoniae,penicillin
Sweden,7.9,%R,2014,Streptococcus pneumoniae,penicillin
Hungary,11.7,%R,2014,Streptococcus pneumoniae,penicillin
United Kingdom,5.1,%R,2014,Streptococcus pneumoniae,penicillin
Latvia,4.2,%R,2014,Streptococcus pneumoniae,penicillin
Slovenia,9.7,%R,2014,Streptococcus pneumoniae,penicillin
Portugal,10.2,%R,2014,Streptococcus pneumoniae,penicillin
Italy,15.3,%R,2014,Streptococcus pneumoniae,penicillin
Finland,12.5,%R,2014,Streptococcus pneumoniae,penicillin
Lithuania,16.4,%R,2014,Streptococcus pneumoniae,penicillin
Ireland,17.7,%R,2014,Streptococcus pneumoniae,penicillin
Croatia,26.4,%R,2014,Streptococcus pneumoniae,penicillin
Slovakia,20.7,%R,2014,Streptococcus pneumoniae,penicillin
Bulgaria,25.0,%R,2014,Streptococcus pneumoniae,penicillin
France,22.3,%R,2014,Streptococcus pneumoniae,penicillin
Spain,27.9,%R,2014,Streptococcus pneumoniae,penicillin
Iceland,8.0,%R,2014,Streptococcus pneumoniae,penicillin
Poland,29.2,%R,2014,Streptococcus pneumoniae,penicillin
Malta,37.5,%R,2014,Streptococcus pneumoniae,penicillin
Cyprus,0.0,%R,2014,Streptococcus pneumoniae,penicillin
Belgium,1361.0,N,2015,Streptococcus pneumoniae,penicillin
Netherlands,1163.0,N,2015,Streptococcus pneumoniae,penicillin
Estonia,72.0,N,2015,Streptococcus pneumoniae,penicillin
Czech Republic,284.0,N,2015,Streptococcus pneumoniae,penicillin
Luxembourg,27.0,N,2015,Streptococcus pneumoniae,penicillin
Denmark,747.0,N,2015,Streptococcus pneumoniae,penicillin
Norway,429.0,N,2015,Streptococcus pneumoniae,penicillin
Austria,444.0,N,2015,Streptococcus pneumoniae,penicillin
Germany,725.0,N,2015,Streptococcus pneumoniae,penicillin
Sweden,882.0,N,2015,Streptococcus pneumoniae,penicillin
Hungary,181.0,N,2015,Streptococcus pneumoniae,penicillin
United Kingdom,1095.0,N,2015,Streptococcus pneumoniae,penicillin
Latvia,59.0,N,2015,Streptococcus pneumoniae,penicillin
Slovenia,323.0,N,2015,Streptococcus pneumoniae,penicillin
Portugal,797.0,N,2015,Streptococcus pneumoniae,penicillin
Italy,389.0,N,2015,Streptococcus pneumoniae,penicillin
Finland,677.0,N,2015,Streptococcus pneumoniae,penicillin
Lithuania,87.0,N,2015,Streptococcus pneumoniae,penicillin
Ireland,303.0,N,2015,Streptococcus pneumoniae,penicillin
Croatia,124.0,N,2015,Streptococcus pneumoniae,penicillin
Slovakia,27.0,N,2015,Streptococcus pneumoniae,penicillin
